하위 페이지 번호,자격요건,우대사항
102,"['- Reinforcement Learning 역량    - 강화학습 기술의 원리를 이해하고 계신 분    - 강화학습 알고리즘들의 특징들을 이해하고, 실제 문제에 적용할 수 있는 지식을 갖추신 분- Software Engineering 역량    - 자료구조, 알고리즘 등에 대한 기본 지식이 있으신 분    - 알고리즘의 시간, 공간 복잡도에 대해 잘 이해하고 계신 분    - 문제 풀이, Pseudo Code 작성 및 실제 구현에 문제가 없으신 분']","['- 강화학습 관련 기업 프로젝트 경험 있으신 분- 최신 강화학습 연구 동향을 알고 강화학습 논문 작성 경험 있으신 분- 주요 강화학습 파이썬 패키지에 익숙하신 분 (Gym, Ray.RLLib 등)- 강화학습을 포함한 제어, 최적화 기법을 배포 및 운영한 경험이 있으신 분(Model Predictive Control, Simulated Annealing, Genetic Algorithm 등)- 분산 강화학습 구현 경험 있으신 분 (분산 처리, gRPC, Redis 등)마키나락스 채용 프로세스• 서류접수 - 온라인 코딩 테스트 - 기술 인터뷰 - Fit 인터뷰']"
103,"['• 머신러닝 유관 경력 3년 이상의 경험을 가지신 분• 머신러닝 프로젝트를 상용 서비스에 배포해보신 분• 콘텐츠 랭킹 관련 프로젝트 (e.g. 검색, 추천, 광고, …) 에 대한 문제를 스스로 정의하고 수행해보신 분• Information Retrieval 기술 및 모델을 실제품에 적용하고, 개선하며 운영해보신 분']",['• LLM을 비롯한 최신 자연어 처리 기술에 대한 이해와 관심이 있는 분• 프롬프트 엔지니어링을 통한 기술 스택을 구현해본 경험이 있는 분• 클라우드 환경에서 서비스를 개발해본 경험이 있는 분• 제품 직군 구성원들과 문제를 함께 정의하고 해결한 협업 경험이 있는 분• 뛰어난 개발 역량을 지니신 분']
104,['• 딥러닝 기반의 비전/그래픽스 연구 분야로 석/박사 학위 소지 혹은 그에 준하는 업계 경험이 2년 이상이신 분• Vision/ 3D Deep Learning/ Generative model 분야의 연구 프로젝트 경험이 있으신 분• PyTorch 등의 주요 Deep Learning 프레임워크를 활용하여 학습 모델 구현이 가능하신 분• 함께 배워나가며 발전해나가는 데 기쁨을 느끼시는 분'],['• Deep Learning 프레임워크를 사용하여 개발한 학습 모델로 상용화 경험이 있으신 분• 최신 논문에 기반하여 알고리즘을 이해하고 실제 적용이 가능하신 분• Docker 사용 경험 / Docker 환경에서의 개발 경험이 있으신 분• onnx(onnxruntime) 사용 경험이 있으신 분• 대용량 데이터의 processing을 경험해 보신 분']
105,"['이런 경험을 가지신 분을 찾습니다•\t머신러닝 유관 경력 2년 이상 또는 그에 준하는 경험을 가지신 분•\t개발한 머신러닝 프로젝트를 실제 상용 서비스에 성공적으로 배포해보신 분•\tLLM/SLM 기반 서비스를 상용화하는 데 필요한 사항을 고민하고, 직접 요구사항을 달성해보신 분•\t생성형 AI의 프롬프트 엔지니어링에 대해 이해하고, 효과적으로 활용하실 수 있는 분•\t함께 일하는 연구자, 개발자, 기획자와 원활한 소통이 가능하신 분']","['이런 경험이 있으시다면 더욱 좋습니다•\t퍼블릭 클라우드, Kubernetes 환경에서 서비스를 개발해본 경험이 있으신 분•\t상용 배포한 머신러닝 프로젝트를 지속하여 모니터링 및 개선해보신 분•\tLLM/SLM 기반 서비스의 평가 기준 마련 및 자동화된 평가 시스템 구축 등에 대해 고민하고 구현해보신 분•\t최신 LLM/SLM 연구를 이해하고 구현하실 수 있는 분•\tLlama, Mistral, Phi 등, 오픈 소스 LLM/SLM을 목적에 맞게 continued pretraining, fine-tuning 하여 활용해보신 분•\tPrompt tuning, adapter, LoRA 등, 다양한 PEFT 기법에 대한 이해도가 높으신 분•\tRLHF, DPO 등, 강화학습 기법을 LLM/SLM에 적용하여 성능을 높여보신 분•\tHugging Face Transformers/Accelerate/TRL, DeepSpeed 등, LLM 학습 관련 라이브러리 사용에 익숙하신 분•\tAmazon Trainium/Inferentia 등, AI 전용 하드웨어를 모델 학습, 추론에 사용해보신 분•\t퍼블릭 클라우드와 온 프레미스 서버 기반의 하이브리드 MLOps 플랫폼을 구축, 운영 및 개선해보신 분주요 기술 스택•\t백엔드: Python, FastAPI, RDB, NoSQL, Vector DB•\t머신러닝: PyTorch, TensorFlow, Keras, Hugging Face•\tMLOps: AWS, Docker, Kubernetes, GitHub■ 합류 여정서류 전형 ＞ 1차 면접(실무진) ＞ 2차 면접(임원) ＞ 처우 협의 ＞ 최종 합격* 상황에 따라 전형이 추가되거나 축소 될 수 있습니다.* 아이스크림에듀에 관심을 가지고 지원해주신 모든 분들께 감사드리며 지원해주신 서류와 면접에서 들려주신 경험들을 꼼꼼하고 신중하게 살펴보고 있습니다.   최대한 빠른 피드백을 드리려고 하나, 각 전형에서 시간이 조금 걸리더라도 너른 이해 부탁드립니다 ■ 유의사항• 3개월 간의 시용 기간을 두고 있으며, 내부 평가 기준에 따라 본 채용이 확정 됩니다(급여 100% 지급).• 채용 과정에서 허위 사실이 발견될 경우 채용이 취소될 수 있습니다.']"
106,"['※ 1차 면접 전 문제 풀이 단계가 있습니다. • 딥러닝 동작 방식 및 알고리즘에 대한 깊이 있는 이해 • Python 중급 이상 활용 가능• 박사 졸업 이상, 학부는 컴퓨터 전공 필수']",['• NeRF 관련 경험• 동영상 또는 온라인 광고 관련 서비스 / 플랫폼 경험• Problem Solving 능력이 우수한 분• 새로운 개선점 방향을 제안하는 Problem Finding 능력이 우수한 분']
107,"['- ML/DS 관련 경력이 3년 이상이신 분- 산업 데이터를 활용하는 프로젝트를 수행한 경험이 있으신 분- 기계학습 관련 개념을 잘 이해하고, 코드 형태로 실제 문제에 적용할 수 있는  분- 자료구조, 알고리즘 등에 대한 기본 지식을 갖추신 분']",['- 제조 및 에너지 데이터를 활용하여 실제 문제를 해결해 본 경험이 있으신 분- 개발한 모델을 실제 운영되는 서비스에 배포해 본 경험이 있으신 분- 데이터분석/기계학습 프로젝트 수행 과정을 체계화 해 본 경험이 있으신 분- 데이터분석/기계학습 프로젝트를 기술적으로 리드해 본 경험이 있으신 분마키나락스 채용 프로세스• 서류접수 - 온라인 코딩 테스트 - 기술 인터뷰 - Fit 인터뷰']
108,"['• AI/ML 도메인 전반에 대한 이해와 적어도 한 개 이상의 특정 도메인에 대한 깊이 있는 지식을 갖추고, 3년 이상의 관련 프로젝트 경험이 있으신 분• 지속적인 주도적 학습을 통해 팀의 AI/ML을 포함한 기술적 경쟁력을 만들고 유지하게 도와주실 수 있는 분• 보통의 방법으로 풀 수 없는 엔지니어링 제약 조건을 AI 모델링 능력과 소프트웨어 엔지니어링 전반에 대한 깊은 수준의 이해를 바탕으로 해결할 수 있는 역량을 갖춘 분• 실제 서비스에 AI 기술을 통합하고 주요 지표를 유의미하게 향상시켜 본 경험이 있으신 분• ML 모델을 학습하고 실제 서비스에 배포하기 위해, 여러 직군의 이해관계자와 협업할 수 있는 강력한 커뮤니케이션 능력과 엔지니어링 역량을 갖추신 분• 구현체가 공개되어있지 않은 논문을 스크래치부터 빠르고 정확하게 구현해 본 경험이 있으신 분• 다른 ML 관련 직군 엔지니어 의 성장을 도와본 경험이 있거나, 관련한 역량을 갖추신 분• 학위나 국적은 무관하되, 한국어로 원활한 의사소통이 가능한 분']","['• 기계학습 관련 탑티어 학회 및 저널(NeurIPS, ICLR, ICML, CVPR, ICCV/ECCV, KDD, …) 게재 실적 혹은 AI 관련 대회 수상 실적이 있으신 분• 공개된 벤치마크 데이터 셋에서 SotA를 찍어본 경험이 있으신 분• 클라이언트(Android, iOS), 백엔드를 포함해 AI/ML 분야 외 개발 경험이 풍부하신 분• 기계학습 관련 오픈 소스 개발에 참여해 본 경험이 있으신 분• AI/ML 도메인 전반에 대한 방대한 지식을 자랑할 수 있으신 분• A/B 테스트 실험 기획 및 타겟 KPI 지표를 정의하고, SQL기반 데이터 분석을 진행한 경험이 있으신 분• 인과관계 분석 및 기타 통계 기법을 사용하여 데이터에서 의미 있는 통찰력을 발굴하고 의사결정에 활용해본 경험이 있으신 분• 엔지니어링 팀을 리드해본 경험이 있으신 분• 영어에 능통하신 분']"
109,['• ML 모델 개발 및 관련 경력 3년 이상인 분을 찾습니다. (신입 지원 불가)• 머신러닝 파이프라인 설계 및 구축 경력이 있는 분을 찾습니다.• Tensorflow 또는 PyTorch를 활용하여 개발한 경력이 있는 분을 찾습니다.• RDB/MongoDB/Elasticsearch 개발 경험이 있는 분을 찾습니다.'],"['• Docker 또는 Kubernetes 기반 환경의 서비스 구축 경험이 있으면 좋습니다.• AWS 또는 GCP 환경에서 서비스를 구현한 경험이 있으면 좋습니다.• 빅데이터 플랫폼 (Hadoop Ecosystem, Kafka, Elasticsearch 등)을 사용해보신 경험이 있으면 좋습니다.• 분산 환경에서 대용량 데이터 처리 경험이 있으면 좋습니다.• 문제를 스스로 정의 / 해결 하고자 하는 의지가 있고, 타 부서와 원활한 커뮤니케이션이 가능한 분과 함께하고 싶습니다.']"
110,"['• 3년~10년 내의 AI개발 실무 경험이 있으신분 • Transformer 등 최신 모델에 대한 이해도• API 구축: Torch Serve/FastAPI 기반 RestAPI/gRPC 연동 유경험자• Regression, Classification, 시계열 모델 등 다양한 딥러닝 모델 개발 경험']",['• 관련학과 석사 이상 선호 (학력무관 지원 가능)']
111,"['- Experience with core problems in robotics, including state estimation and SLAM- Strong background in statistics, linear algebra and calculus- Familiar with non-linear optimization and Kalman Filter- Familiar with C/C++ or Python']",[]
112,"['• 석/박사 학위 혹은 그에 준하는 실무 경력이 있으신 분• 딥러닝 프레임워크(Tensorflow, PyTorch 등) 사용에 익숙하신 분• 원활한 업무 커뮤니케이션/협업 능력을 보유하신 분• 뛰어난 문제 해결 능력을 갖추신 분']","['• 주요 학회 및 저널 논문 게재 실적• 뛰어난 소프트웨어 엔지니어링 역량• AI 모델을 실제 서비스에 적용해 본 경험• Facial expression, 3D human motion 관련 연구/프로젝트 경험• Image, video, speech generation 관련 연구/프로젝트 경험• 3D 그래픽 툴(Blender 등)을 활용해 본 경험']"
113,"['- 머신러닝 유관 경력 1년 이상 또는 그에 준하는 경험을 가지신 분- 머신러닝 프로젝트를 상용 서비스에 배포해보신 분- 프롬프트의 동작 원리에 대해 이해하고, 효과적으로 활용하실 수 있는 분- LLM 기반 어플리케이션을 상용화하기 위한 요구사항에 대해 고민하고, 직접 구현해보신 분- LLM 어플리케이션 평가를 위한 방법론, 시스템 구축 등에 대해 고민하고 구현해보신 분- 키워드 : LLM Evaluation, Chaining, Retrieval Augmented Generation, External Memory, Function Calling, Autonomous Agent']","['- 최신 LLM 연구를 이해하고 기술적으로 구현 및 재현할 수 있는 분- LLaMA, Falcon 등 오픈 소스 LLM을 목적에 맞게 Fine-tuning 해 활용해보신 분- Prefix Tuning, Adapter, LoRA 등 여러 PEFT 기법에 대한 이해도가 높으신 분- 클라우드 환경에서 서비스를 개발해본 경험이 있는 분- Golang 언어를 이용해 제품을 개발해보신 분']"
114,"['• 관련 전공 학사학위 이상 소지자• Python/C/C++ 개발 유경험자• PyTorch, Caffe, TensorFlow 등 딥러닝 라이브러리 활용 개발 유경험자']","['• 석, 박사학위 이상 소지 및 관련 업계 경력 3년 이상• 관련 학회 논문 작성 및 제출 경험자 (CVPR, ICCV, ECCV, WACV, ICIP, ICPR 등)• 수술 영상 또는 의료 영상 관련 연구 유경험자 (MICCAI, MIDL 학회 등 관련 분야)• 관련학회 챌린지 상위 랭크 경험자']"
115,"['[이런 분과 함께하고 싶어요]• Python, SQL 에 익숙하고 개발 언어를 학습 및 사용하는데 능숙하신 분이 필요해요.• Python 코드 성능 개선이 가능하신 분이 필요해요.• 머신러닝에 대한 기본적인 이해도가 있으신 분이 필요해요.• 새로운 기술에 대한 관심이 많고 실제 서비스에 적용하여 개선한 경험이 있으면 좋아요.• 다양한 상황에서 최적의 솔루션을 찾을 수 있는 문제해결능력 및 원활한 커뮤니케이션 역량을 갖춘 분이면 좋아요.']","['[이력서는 이렇게 작성하시는 걸 추천해요]• 그동안 해오신 업무 중 임팩트 있었던 프로젝트를 구체적으로 적어주세요.• 본인이 직접 개발한 알고리즘 혹은 모델을 통해 개인화, 추천 서비스를 운영하거나 k8s 어플리케이션을 개발한 경험이 있다면 자세히 적어주세요.• 실제 서비스에 적용하여 개선한 경험이 있다면 결과를 수치로 나타내주면 좋아요.(외부 공개가 민감한 사항일 경우, 해당 부분은 제외해 주세요.)[토스뱅크로의 합류 여정]• 서류접수 ＞ 직무 인터뷰 ＞ 문화적합성 인터뷰 ＞ 레퍼런스 체크 ＞ 처우협의 ＞ 최종합격 및 입사']"
116,"['• Reinforcement Learning 역량    - 강화학습 기술의 원리를 이해하고 계신 분    - 강화학습 알고리즘들의 특징들을 이해하고, 실제 문제에 적용할 수 있는 지식을 갖추신 분• Software Engineering 역량    - 자료구조, 알고리즘 등에 대한 기본 지식이 있는 분    - 알고리즘의 시간, 공간 복잡도에 대해 잘 이해하고 계신 분    - 문제 풀이, Pseudo Code 작성 및 실제 구현에 문제가 없는 분']","['• 강화학습 관련 기업 프로젝트 경험 있으신 분• 최신 강화학습 연구 동향을 알고 강화학습 논문 작성 경험 있으신 분• 주요 강화학습 파이썬 패키지에 익숙하신 분 (Gym, Ray.RLLib 등)• 강화학습을 포함한 제어, 최적화 기법을 배포 및 운영한 경험이 있으신 분(Model Predictive Control, Simulated Annealing, Genetic Algorithm 등)• 분산 강화학습 구현 경험 있으신 분 (분산 처리, gRPC, Redis 등)마키나락스 채용 프로세스• 서류접수 - 온라인 코딩 테스트 - 기술 인터뷰 - Fit 인터뷰']"
